股票代码,股票名称,生效日期,失效日期
300999,金龙鱼,2025-08-01,2025-08-29
301236,软通动力,2025-08-01,2025-08-29
301269,华大九天,2025-08-01,2025-08-29
302132,中航成飞,2025-08-01,2025-08-29
600000,浦发银行,2025-08-01,2025-08-29
600009,上海机场,2025-08-01,2025-08-29
600010,包钢股份,2025-08-01,2025-08-29
600011,华能国际,2025-08-01,2025-08-29
600015,华夏银行,2025-08-01,2025-08-29
600016,民生银行,2025-08-01,2025-08-29
600018,上港集团,2025-08-01,2025-08-29
600019,宝钢股份,2025-08-01,2025-08-29
600023,浙能电力,2025-08-01,2025-08-29
600025,华能水电,2025-08-01,2025-08-29
600026,中远海能,2025-08-01,2025-08-29
600027,华电国际,2025-08-01,2025-08-29
600028,中国石化,2025-08-01,2025-08-29
600029,南方航空,2025-08-01,2025-08-29
600030,中信证券,2025-08-01,2025-08-29
600031,三一重工,2025-08-01,2025-08-29
600036,招商银行,2025-08-01,2025-08-29
600039,四川路桥,2025-08-01,2025-08-29
600048,保利发展,2025-08-01,2025-08-29
600050,中国联通,2025-08-01,2025-08-29
600061,国投资本,2025-08-01,2025-08-29
600066,宇通客车,2025-08-01,2025-08-29
600085,同仁堂,2025-08-01,2025-08-29
600089,特变电工,2025-08-01,2025-08-29
600104,上汽集团,2025-08-01,2025-08-29
600111,北方稀土,2025-08-01,2025-08-29
600115,中国东航,2025-08-01,2025-08-29
600150,中国船舶,2025-08-01,2025-08-29
600160,巨化股份,2025-08-01,2025-08-29
600161,天坛生物,2025-08-01,2025-08-29
600176,中国巨石,2025-08-01,2025-08-29
600183,生益科技,2025-08-01,2025-08-29
600188,兖矿能源,2025-08-01,2025-08-29
600196,复星医药,2025-08-01,2025-08-29
600219,南山铝业,2025-08-01,2025-08-29
600233,圆通速递,2025-08-01,2025-08-29
600276,恒瑞医药,2025-08-01,2025-08-29
600309,万华化学,2025-08-01,2025-08-29
600332,白云山,2025-08-01,2025-08-29
600346,恒力石化,2025-08-01,2025-08-29
600362,江西铜业,2025-08-01,2025-08-29
600372,中航机载,2025-08-01,2025-08-29
600377,宁沪高速,2025-08-01,2025-08-29
600406,国电南瑞,2025-08-01,2025-08-29
600415,小商品城,2025-08-01,2025-08-29
600426,华鲁恒升,2025-08-01,2025-08-29
600436,片仔癀,2025-08-01,2025-08-29
600438,通威股份,2025-08-01,2025-08-29
600460,士兰微,2025-08-01,2025-08-29
600482,中国动力,2025-08-01,2025-08-29
600489,中金黄金,2025-08-01,2025-08-29
600515,海南机场,2025-08-01,2025-08-29
600519,贵州茅台,2025-08-01,2025-08-29
600547,山东黄金,2025-08-01,2025-08-29
600570,恒生电子,2025-08-01,2025-08-29
600584,长电科技,2025-08-01,2025-08-29
600585,海螺水泥,2025-08-01,2025-08-29
600588,用友网络,2025-08-01,2025-08-29
600600,青岛啤酒,2025-08-01,2025-08-29
600660,福耀玻璃,2025-08-01,2025-08-29
600674,川投能源,2025-08-01,2025-08-29
600690,海尔智家,2025-08-01,2025-08-29
600741,华域汽车,2025-08-01,2025-08-29
600760,中航沈飞,2025-08-01,2025-08-29
600795,国电电力,2025-08-01,2025-08-29
600803,新奥股份,2025-08-01,2025-08-29
600809,山西汾酒,2025-08-01,2025-08-29
600845,宝信软件,2025-08-01,2025-08-29
600875,东方电气,2025-08-01,2025-08-29
600886,国投电力,2025-08-01,2025-08-29
600887,伊利股份,2025-08-01,2025-08-29
600893,航发动力,2025-08-01,2025-08-29
600900,长江电力,2025-08-01,2025-08-29
600905,三峡能源,2025-08-01,2025-08-29
600918,中泰证券,2025-08-01,2025-08-29
600919,江苏银行,2025-08-01,2025-08-29
600926,杭州银行,2025-08-01,2025-08-29
600938,中国海油,2025-08-01,2025-08-29
600941,中国移动,2025-08-01,2025-08-29
600958,东方证券,2025-08-01,2025-08-29
600989,宝丰能源,2025-08-01,2025-08-29
600999,招商证券,2025-08-01,2025-08-29
601006,大秦铁路,2025-08-01,2025-08-29
601009,南京银行,2025-08-01,2025-08-29
601012,隆基绿能,2025-08-01,2025-08-29
601021,春秋航空,2025-08-01,2025-08-29
601058,赛轮轮胎,2025-08-01,2025-08-29
601059,信达证券,2025-08-01,2025-08-29
601066,中信建投,2025-08-01,2025-08-29
601077,渝农商行,2025-08-01,2025-08-29
601088,中国神华,2025-08-01,2025-08-29
601100,恒立液压,2025-08-01,2025-08-29
601111,中国国航,2025-08-01,2025-08-29
601117,中国化学,2025-08-01,2025-08-29
601127,赛力斯,2025-08-01,2025-08-29
601136,首创证券,2025-08-01,2025-08-29
601138,工业富联,2025-08-01,2025-08-29
601166,兴业银行,2025-08-01,2025-08-29
601169,北京银行,2025-08-01,2025-08-29
601186,中国铁建,2025-08-01,2025-08-29
601211,国泰海通,2025-08-01,2025-08-29
601225,陕西煤业,2025-08-01,2025-08-29
601229,上海银行,2025-08-01,2025-08-29
601236,红塔证券,2025-08-01,2025-08-29
601238,广汽集团,2025-08-01,2025-08-29
601288,农业银行,2025-08-01,2025-08-29
601318,中国平安,2025-08-01,2025-08-29
601319,中国人保,2025-08-01,2025-08-29
601328,交通银行,2025-08-01,2025-08-29
601336,新华保险,2025-08-01,2025-08-29
601360,三六零,2025-08-01,2025-08-29
601377,兴业证券,2025-08-01,2025-08-29
601390,中国中铁,2025-08-01,2025-08-29
601398,工商银行,2025-08-01,2025-08-29
601600,中国铝业,2025-08-01,2025-08-29
601601,中国太保,2025-08-01,2025-08-29
601607,上海医药,2025-08-01,2025-08-29
601618,中国中冶,2025-08-01,2025-08-29
601628,中国人寿,2025-08-01,2025-08-29
601633,长城汽车,2025-08-01,2025-08-29
601658,邮储银行,2025-08-01,2025-08-29
601668,中国建筑,2025-08-01,2025-08-29
601669,中国电建,2025-08-01,2025-08-29
601688,华泰证券,2025-08-01,2025-08-29
601689,拓普集团,2025-08-01,2025-08-29
601698,中国卫通,2025-08-01,2025-08-29
601699,潞安环能,2025-08-01,2025-08-29
601728,中国电信,2025-08-01,2025-08-29
601766,中国中车,2025-08-01,2025-08-29
601788,光大证券,2025-08-01,2025-08-29
601799,星宇股份,2025-08-01,2025-08-29
601800,中国交建,2025-08-01,2025-08-29
601808,中海油服,2025-08-01,2025-08-29
601816,京沪高铁,2025-08-01,2025-08-29
601818,光大银行,2025-08-01,2025-08-29
601825,沪农商行,2025-08-01,2025-08-29
601838,成都银行,2025-08-01,2025-08-29
601857,中国石油,2025-08-01,2025-08-29
601865,福莱特,2025-08-01,2025-08-29
601868,中国能建,2025-08-01,2025-08-29
601872,招商轮船,2025-08-01,2025-08-29
601877,正泰电器,2025-08-01,2025-08-29
601878,浙商证券,2025-08-01,2025-08-29
601881,中国银河,2025-08-01,2025-08-29
601888,中国中免,2025-08-01,2025-08-29
601898,中煤能源,2025-08-01,2025-08-29
601899,紫金矿业,2025-08-01,2025-08-29
601901,方正证券,2025-08-01,2025-08-29
601916,浙商银行,2025-08-01,2025-08-29
601919,中远海控,2025-08-01,2025-08-29
601939,建设银行,2025-08-01,2025-08-29
601985,中国核电,2025-08-01,2025-08-29
601988,中国银行,2025-08-01,2025-08-29
601989,中国重工,2025-08-01,2025-08-29
601995,中金公司,2025-08-01,2025-08-29
601998,中信银行,2025-08-01,2025-08-29
603019,中科曙光,2025-08-01,2025-08-29
603195,公牛集团,2025-08-01,2025-08-29
603259,药明康德,2025-08-01,2025-08-29
603260,合盛硅业,2025-08-01,2025-08-29
603288,海天味业,2025-08-01,2025-08-29
603296,华勤技术,2025-08-01,2025-08-29
603369,今世缘,2025-08-01,2025-08-29
603392,万泰生物,2025-08-01,2025-08-29
603501,豪威集团,2025-08-01,2025-08-29
603799,华友钴业,2025-08-01,2025-08-29
603806,福斯特,2025-08-01,2025-08-29
603833,欧派家居,2025-08-01,2025-08-29
603986,兆易创新,2025-08-01,2025-08-29
603993,洛阳钼业,2025-08-01,2025-08-29
605117,德业股份,2025-08-01,2025-08-29
605499,东鹏饮料,2025-08-01,2025-08-29
688008,澜起科技,2025-08-01,2025-08-29
688009,中国通号,2025-08-01,2025-08-29
688012,中微公司,2025-08-01,2025-08-29
688036,传音控股,2025-08-01,2025-08-29
688041,海光信息,2025-08-01,2025-08-29
688047,龙芯中科,2025-08-01,2025-08-29
688082,盛美上海,2025-08-01,2025-08-29
688111,金山办公,2025-08-01,2025-08-29
688126,沪硅产业,2025-08-01,2025-08-29
688169,石头科技,2025-08-01,2025-08-29
688187,时代电气,2025-08-01,2025-08-29
688223,晶科能源,2025-08-01,2025-08-29
688256,寒武纪,2025-08-01,2025-08-29
688271,联影医疗,2025-08-01,2025-08-29
688303,大全能源,2025-08-01,2025-08-29
688396,华润微,2025-08-01,2025-08-29
688472,阿特斯,2025-08-01,2025-08-29
688506,百利天恒,2025-08-01,2025-08-29
688599,天合光能,2025-08-01,2025-08-29
688981,中芯国际,2025-08-01,2025-08-29
000001,平安银行,2025-09-01,2025-09-05
000002,万科A,2025-09-01,2025-09-05
000063,中兴通讯,2025-09-01,2025-09-05
000100,TCL科技,2025-09-01,2025-09-05
000157,中联重科,2025-09-01,2025-09-05
000166,申万宏源,2025-09-01,2025-09-05
000301,东方盛虹,2025-09-01,2025-09-05
000333,美的集团,2025-09-01,2025-09-05
000338,潍柴动力,2025-09-01,2025-09-05
000408,藏格矿业,2025-09-01,2025-09-05
000425,徐工机械,2025-09-01,2025-09-05
000538,云南白药,2025-09-01,2025-09-05
000568,泸州老窖,2025-09-01,2025-09-05
000596,古井贡酒,2025-09-01,2025-09-05
000617,中油资本,2025-09-01,2025-09-05
000625,长安汽车,2025-09-01,2025-09-05
000630,铜陵有色,2025-09-01,2025-09-05
000651,格力电器,2025-09-01,2025-09-05
000661,长春高新,2025-09-01,2025-09-05
000708,中信特钢,2025-09-01,2025-09-05
000725,京东方A,2025-09-01,2025-09-05
000768,中航西飞,2025-09-01,2025-09-05
000776,广发证券,2025-09-01,2025-09-05
000786,北新建材,2025-09-01,2025-09-05
000792,盐湖股份,2025-09-01,2025-09-05
000800,一汽解放,2025-09-01,2025-09-05
000807,云铝股份,2025-09-01,2025-09-05
000858,五粮液,2025-09-01,2025-09-05
000876,新希望,2025-09-01,2025-09-05
000895,双汇发展,2025-09-01,2025-09-05
000938,紫光股份,2025-09-01,2025-09-05
000963,华东医药,2025-09-01,2025-09-05
000975,山金国际,2025-09-01,2025-09-05
000977,浪潮信息,2025-09-01,2025-09-05
000983,山西焦煤,2025-09-01,2025-09-05
000999,华润三九,2025-09-01,2025-09-05
001289,龙源电力,2025-09-01,2025-09-05
001391,国货航,2025-09-01,2025-09-05
001965,招商公路,2025-09-01,2025-09-05
001979,招商蛇口,2025-09-01,2025-09-05
002001,新和成,2025-09-01,2025-09-05
002027,分众传媒,2025-09-01,2025-09-05
002028,思源电气,2025-09-01,2025-09-05
002049,紫光国微,2025-09-01,2025-09-05
002050,三花智控,2025-09-01,2025-09-05
002074,国轩高科,2025-09-01,2025-09-05
002129,TCL中环,2025-09-01,2025-09-05
002142,宁波银行,2025-09-01,2025-09-05
002179,中航光电,2025-09-01,2025-09-05
002180,纳思达,2025-09-01,2025-09-05
002230,科大讯飞,2025-09-01,2025-09-05
002236,大华股份,2025-09-01,2025-09-05
002241,歌尔股份,2025-09-01,2025-09-05
002252,上海莱士,2025-09-01,2025-09-05
002304,洋河股份,2025-09-01,2025-09-05
002311,海大集团,2025-09-01,2025-09-05
002352,顺丰控股,2025-09-01,2025-09-05
002371,北方华创,2025-09-01,2025-09-05
002415,海康威视,2025-09-01,2025-09-05
002422,科伦药业,2025-09-01,2025-09-05
002459,晶澳科技,2025-09-01,2025-09-05
002460,赣锋锂业,2025-09-01,2025-09-05
002463,沪电股份,2025-09-01,2025-09-05
002466,天齐锂业,2025-09-01,2025-09-05
002475,立讯精密,2025-09-01,2025-09-05
002493,荣盛石化,2025-09-01,2025-09-05
002594,比亚迪,2025-09-01,2025-09-05
002600,领益智造,2025-09-01,2025-09-05
002601,龙佰集团,2025-09-01,2025-09-05
002648,卫星化学,2025-09-01,2025-09-05
002709,天赐材料,2025-09-01,2025-09-05
002714,牧原股份,2025-09-01,2025-09-05
002736,国信证券,2025-09-01,2025-09-05
002916,深南电路,2025-09-01,2025-09-05
002920,德赛西威,2025-09-01,2025-09-05
002938,鹏鼎控股,2025-09-01,2025-09-05
003816,中国广核,2025-09-01,2025-09-05
300014,亿纬锂能,2025-09-01,2025-09-05
300015,爱尔眼科,2025-09-01,2025-09-05
300033,同花顺,2025-09-01,2025-09-05
300059,东方财富,2025-09-01,2025-09-05
300122,智飞生物,2025-09-01,2025-09-05
300124,汇川技术,2025-09-01,2025-09-05
300274,阳光电源,2025-09-01,2025-09-05
300308,中际旭创,2025-09-01,2025-09-05
300316,晶盛机电,2025-09-01,2025-09-05
300347,泰格医药,2025-09-01,2025-09-05
300394,天孚通信,2025-09-01,2025-09-05
300408,三环集团,2025-09-01,2025-09-05
300413,芒果超媒,2025-09-01,2025-09-05
300418,昆仑万维,2025-09-01,2025-09-05
300433,蓝思科技,2025-09-01,2025-09-05
300442,润泽科技,2025-09-01,2025-09-05
300498,温氏股份,2025-09-01,2025-09-05
300502,新易盛,2025-09-01,2025-09-05
300628,亿联网络,2025-09-01,2025-09-05
300661,圣邦股份,2025-09-01,2025-09-05
300750,宁德时代,2025-09-01,2025-09-05
300759,康龙化成,2025-09-01,2025-09-05
300760,迈瑞医疗,2025-09-01,2025-09-05
300782,卓胜微,2025-09-01,2025-09-05
300832,新产业,2025-09-01,2025-09-05
300896,爱美客,2025-09-01,2025-09-05
300979,华利集团,2025-09-01,2025-09-05
300999,金龙鱼,2025-09-01,2025-09-05
301236,软通动力,2025-09-01,2025-09-05
301269,华大九天,2025-09-01,2025-09-05
302132,中航成飞,2025-09-01,2025-09-05
600000,浦发银行,2025-09-01,2025-09-05
600009,上海机场,2025-09-01,2025-09-05
600010,包钢股份,2025-09-01,2025-09-05
600011,华能国际,2025-09-01,2025-09-05
600015,华夏银行,2025-09-01,2025-09-05
600016,民生银行,2025-09-01,2025-09-05
600018,上港集团,2025-09-01,2025-09-05
600019,宝钢股份,2025-09-01,2025-09-05
600023,浙能电力,2025-09-01,2025-09-05
600025,华能水电,2025-09-01,2025-09-05
600026,中远海能,2025-09-01,2025-09-05
600027,华电国际,2025-09-01,2025-09-05
600028,中国石化,2025-09-01,2025-09-05
600029,南方航空,2025-09-01,2025-09-05
600030,中信证券,2025-09-01,2025-09-05
600031,三一重工,2025-09-01,2025-09-05
600036,招商银行,2025-09-01,2025-09-05
600039,四川路桥,2025-09-01,2025-09-05
600048,保利发展,2025-09-01,2025-09-05
600050,中国联通,2025-09-01,2025-09-05
600061,国投资本,2025-09-01,2025-09-05
600066,宇通客车,2025-09-01,2025-09-05
600085,同仁堂,2025-09-01,2025-09-05
600089,特变电工,2025-09-01,2025-09-05
600104,上汽集团,2025-09-01,2025-09-05
600111,北方稀土,2025-09-01,2025-09-05
600115,中国东航,2025-09-01,2025-09-05
600150,中国船舶,2025-09-01,2025-09-05
600160,巨化股份,2025-09-01,2025-09-05
600161,天坛生物,2025-09-01,2025-09-05
600176,中国巨石,2025-09-01,2025-09-05
600183,生益科技,2025-09-01,2025-09-05
600188,兖矿能源,2025-09-01,2025-09-05
600196,复星医药,2025-09-01,2025-09-05
600219,南山铝业,2025-09-01,2025-09-05
600233,圆通速递,2025-09-01,2025-09-05
600276,恒瑞医药,2025-09-01,2025-09-05
600309,万华化学,2025-09-01,2025-09-05
600332,白云山,2025-09-01,2025-09-05
600346,恒力石化,2025-09-01,2025-09-05
600362,江西铜业,2025-09-01,2025-09-05
600372,中航机载,2025-09-01,2025-09-05
600377,宁沪高速,2025-09-01,2025-09-05
600406,国电南瑞,2025-09-01,2025-09-05
600415,小商品城,2025-09-01,2025-09-05
600426,华鲁恒升,2025-09-01,2025-09-05
600436,片仔癀,2025-09-01,2025-09-05
600438,通威股份,2025-09-01,2025-09-05
600460,士兰微,2025-09-01,2025-09-05
600482,中国动力,2025-09-01,2025-09-05
600489,中金黄金,2025-09-01,2025-09-05
600515,海南机场,2025-09-01,2025-09-05
600519,贵州茅台,2025-09-01,2025-09-05
600547,山东黄金,2025-09-01,2025-09-05
600570,恒生电子,2025-09-01,2025-09-05
600584,长电科技,2025-09-01,2025-09-05
600585,海螺水泥,2025-09-01,2025-09-05
600588,用友网络,2025-09-01,2025-09-05
600600,青岛啤酒,2025-09-01,2025-09-05
600660,福耀玻璃,2025-09-01,2025-09-05
600674,川投能源,2025-09-01,2025-09-05
600690,海尔智家,2025-09-01,2025-09-05
600741,华域汽车,2025-09-01,2025-09-05
600760,中航沈飞,2025-09-01,2025-09-05
600795,国电电力,2025-09-01,2025-09-05
600803,新奥股份,2025-09-01,2025-09-05
600809,山西汾酒,2025-09-01,2025-09-05
600845,宝信软件,2025-09-01,2025-09-05
600875,东方电气,2025-09-01,2025-09-05
600886,国投电力,2025-09-01,2025-09-05
600887,伊利股份,2025-09-01,2025-09-05
600893,航发动力,2025-09-01,2025-09-05
600900,长江电力,2025-09-01,2025-09-05
600905,三峡能源,2025-09-01,2025-09-05
600918,中泰证券,2025-09-01,2025-09-05
600919,江苏银行,2025-09-01,2025-09-05
600926,杭州银行,2025-09-01,2025-09-05
600938,中国海油,2025-09-01,2025-09-05
600941,中国移动,2025-09-01,2025-09-05
600958,东方证券,2025-09-01,2025-09-05
600989,宝丰能源,2025-09-01,2025-09-05
600999,招商证券,2025-09-01,2025-09-05
601006,大秦铁路,2025-09-01,2025-09-05
601009,南京银行,2025-09-01,2025-09-05
601012,隆基绿能,2025-09-01,2025-09-05
601021,春秋航空,2025-09-01,2025-09-05
601058,赛轮轮胎,2025-09-01,2025-09-05
601059,信达证券,2025-09-01,2025-09-05
601066,中信建投,2025-09-01,2025-09-05
601077,渝农商行,2025-09-01,2025-09-05
601088,中国神华,2025-09-01,2025-09-05
601100,恒立液压,2025-09-01,2025-09-05
601111,中国国航,2025-09-01,2025-09-05
601117,中国化学,2025-09-01,2025-09-05
601127,赛力斯,2025-09-01,2025-09-05
601136,首创证券,2025-09-01,2025-09-05
601138,工业富联,2025-09-01,2025-09-05
601166,兴业银行,2025-09-01,2025-09-05
601169,北京银行,2025-09-01,2025-09-05
601186,中国铁建,2025-09-01,2025-09-05
601211,国泰海通,2025-09-01,2025-09-05
601225,陕西煤业,2025-09-01,2025-09-05
601229,上海银行,2025-09-01,2025-09-05
601236,红塔证券,2025-09-01,2025-09-05
601238,广汽集团,2025-09-01,2025-09-05
601288,农业银行,2025-09-01,2025-09-05
601318,中国平安,2025-09-01,2025-09-05
601319,中国人保,2025-09-01,2025-09-05
601328,交通银行,2025-09-01,2025-09-05
601336,新华保险,2025-09-01,2025-09-05
601360,三六零,2025-09-01,2025-09-05
601377,兴业证券,2025-09-01,2025-09-05
601390,中国中铁,2025-09-01,2025-09-05
601398,工商银行,2025-09-01,2025-09-05
601600,中国铝业,2025-09-01,2025-09-05
601601,中国太保,2025-09-01,2025-09-05
601607,上海医药,2025-09-01,2025-09-05
601618,中国中冶,2025-09-01,2025-09-05
601628,中国人寿,2025-09-01,2025-09-05
601633,长城汽车,2025-09-01,2025-09-05
601658,邮储银行,2025-09-01,2025-09-05
601668,中国建筑,2025-09-01,2025-09-05
601669,中国电建,2025-09-01,2025-09-05
601688,华泰证券,2025-09-01,2025-09-05
601689,拓普集团,2025-09-01,2025-09-05
601698,中国卫通,2025-09-01,2025-09-05
601699,潞安环能,2025-09-01,2025-09-05
601728,中国电信,2025-09-01,2025-09-05
601766,中国中车,2025-09-01,2025-09-05
601788,光大证券,2025-09-01,2025-09-05
601799,星宇股份,2025-09-01,2025-09-05
601800,中国交建,2025-09-01,2025-09-05
601808,中海油服,2025-09-01,2025-09-05
601816,京沪高铁,2025-09-01,2025-09-05
601818,光大银行,2025-09-01,2025-09-05
601825,沪农商行,2025-09-01,2025-09-05
601838,成都银行,2025-09-01,2025-09-05
601857,中国石油,2025-09-01,2025-09-05
601865,福莱特,2025-09-01,2025-09-05
601868,中国能建,2025-09-01,2025-09-05
601872,招商轮船,2025-09-01,2025-09-05
601877,正泰电器,2025-09-01,2025-09-05
601878,浙商证券,2025-09-01,2025-09-05
601881,中国银河,2025-09-01,2025-09-05
601888,中国中免,2025-09-01,2025-09-05
601898,中煤能源,2025-09-01,2025-09-05
601899,紫金矿业,2025-09-01,2025-09-05
601901,方正证券,2025-09-01,2025-09-05
601916,浙商银行,2025-09-01,2025-09-05
601919,中远海控,2025-09-01,2025-09-05
601939,建设银行,2025-09-01,2025-09-05
601985,中国核电,2025-09-01,2025-09-05
601988,中国银行,2025-09-01,2025-09-05
601989,中国重工,2025-09-01,2025-09-05
601995,中金公司,2025-09-01,2025-09-05
601998,中信银行,2025-09-01,2025-09-05
603019,中科曙光,2025-09-01,2025-09-05
603195,公牛集团,2025-09-01,2025-09-05
603259,药明康德,2025-09-01,2025-09-05
603260,合盛硅业,2025-09-01,2025-09-05
603288,海天味业,2025-09-01,2025-09-05
603296,华勤技术,2025-09-01,2025-09-05
603369,今世缘,2025-09-01,2025-09-05
603392,万泰生物,2025-09-01,2025-09-05
603501,豪威集团,2025-09-01,2025-09-05
603799,华友钴业,2025-09-01,2025-09-05
603806,福斯特,2025-09-01,2025-09-05
603833,欧派家居,2025-09-01,2025-09-05
603986,兆易创新,2025-09-01,2025-09-05
603993,洛阳钼业,2025-09-01,2025-09-05
605117,德业股份,2025-09-01,2025-09-05
605499,东鹏饮料,2025-09-01,2025-09-05
688008,澜起科技,2025-09-01,2025-09-05
688009,中国通号,2025-09-01,2025-09-05
688012,中微公司,2025-09-01,2025-09-05
688036,传音控股,2025-09-01,2025-09-05
688041,海光信息,2025-09-01,2025-09-05
688047,龙芯中科,2025-09-01,2025-09-05
688082,盛美上海,2025-09-01,2025-09-05
688111,金山办公,2025-09-01,2025-09-05
688126,沪硅产业,2025-09-01,2025-09-05
688169,石头科技,2025-09-01,2025-09-05
688187,时代电气,2025-09-01,2025-09-05
688223,晶科能源,2025-09-01,2025-09-05
688256,寒武纪,2025-09-01,2025-09-05
688271,联影医疗,2025-09-01,2025-09-05
688303,大全能源,2025-09-01,2025-09-05
688396,华润微,2025-09-01,2025-09-05
688472,阿特斯,2025-09-01,2025-09-05
688506,百利天恒,2025-09-01,2025-09-05
688599,天合光能,2025-09-01,2025-09-05
688981,中芯国际,2025-09-01,2025-09-05
000001,平安银行,2025-09-08,2025-09-30
000002,万科A,2025-09-08,2025-09-30
000063,中兴通讯,2025-09-08,2025-09-30
000100,TCL科技,2025-09-08,2025-09-30
000157,中联重科,2025-09-08,2025-09-30
000166,申万宏源,2025-09-08,2025-09-30
000301,东方盛虹,2025-09-08,2025-09-30
000333,美的集团,2025-09-08,2025-09-30
000338,潍柴动力,2025-09-08,2025-09-30
000408,藏格矿业,2025-09-08,2025-09-30
000425,徐工机械,2025-09-08,2025-09-30
000538,云南白药,2025-09-08,2025-09-30
000568,泸州老窖,2025-09-08,2025-09-30
000596,古井贡酒,2025-09-08,2025-09-30
000617,中油资本,2025-09-08,2025-09-30
000625,长安汽车,2025-09-08,2025-09-30
000630,铜陵有色,2025-09-08,2025-09-30
000651,格力电器,2025-09-08,2025-09-30
000661,长春高新,2025-09-08,2025-09-30
000708,中信特钢,2025-09-08,2025-09-30
000725,京东方A,2025-09-08,2025-09-30
000768,中航西飞,2025-09-08,2025-09-30
000776,广发证券,2025-09-08,2025-09-30
000786,北新建材,2025-09-08,2025-09-30
000792,盐湖股份,2025-09-08,2025-09-30
000800,一汽解放,2025-09-08,2025-09-30
000807,云铝股份,2025-09-08,2025-09-30
000858,五粮液,2025-09-08,2025-09-30
000876,新希望,2025-09-08,2025-09-30
000895,双汇发展,2025-09-08,2025-09-30
000938,紫光股份,2025-09-08,2025-09-30
000963,华东医药,2025-09-08,2025-09-30
000975,山金国际,2025-09-08,2025-09-30
000977,浪潮信息,2025-09-08,2025-09-30
000983,山西焦煤,2025-09-08,2025-09-30
000999,华润三九,2025-09-08,2025-09-30
001289,龙源电力,2025-09-08,2025-09-30
001391,国货航,2025-09-08,2025-09-30
001965,招商公路,2025-09-08,2025-09-30
001979,招商蛇口,2025-09-08,2025-09-30
002001,新和成,2025-09-08,2025-09-30
002027,分众传媒,2025-09-08,2025-09-30
002028,思源电气,2025-09-08,2025-09-30
002049,紫光国微,2025-09-08,2025-09-30
002050,三花智控,2025-09-08,2025-09-30
002074,国轩高科,2025-09-08,2025-09-30
002129,TCL中环,2025-09-08,2025-09-30
002142,宁波银行,2025-09-08,2025-09-30
002179,中航光电,2025-09-08,2025-09-30
002180,纳思达,2025-09-08,2025-09-30
002230,科大讯飞,2025-09-08,2025-09-30
002236,大华股份,2025-09-08,2025-09-30
002241,歌尔股份,2025-09-08,2025-09-30
002252,上海莱士,2025-09-08,2025-09-30
002304,洋河股份,2025-09-08,2025-09-30
002311,海大集团,2025-09-08,2025-09-30
002352,顺丰控股,2025-09-08,2025-09-30
002371,北方华创,2025-09-08,2025-09-30
002415,海康威视,2025-09-08,2025-09-30
002422,科伦药业,2025-09-08,2025-09-30
002459,晶澳科技,2025-09-08,2025-09-30
002460,赣锋锂业,2025-09-08,2025-09-30
002463,沪电股份,2025-09-08,2025-09-30
002466,天齐锂业,2025-09-08,2025-09-30
002475,立讯精密,2025-09-08,2025-09-30
002493,荣盛石化,2025-09-08,2025-09-30
002594,比亚迪,2025-09-08,2025-09-30
002600,领益智造,2025-09-08,2025-09-30
002601,龙佰集团,2025-09-08,2025-09-30
002648,卫星化学,2025-09-08,2025-09-30
002709,天赐材料,2025-09-08,2025-09-30
002714,牧原股份,2025-09-08,2025-09-30
002736,国信证券,2025-09-08,2025-09-30
002916,深南电路,2025-09-08,2025-09-30
002920,德赛西威,2025-09-08,2025-09-30
002938,鹏鼎控股,2025-09-08,2025-09-30
003816,中国广核,2025-09-08,2025-09-30
300014,亿纬锂能,2025-09-08,2025-09-30
300015,爱尔眼科,2025-09-08,2025-09-30
300033,同花顺,2025-09-08,2025-09-30
300059,东方财富,2025-09-08,2025-09-30
300122,智飞生物,2025-09-08,2025-09-30
300124,汇川技术,2025-09-08,2025-09-30
300274,阳光电源,2025-09-08,2025-09-30
300308,中际旭创,2025-09-08,2025-09-30
300316,晶盛机电,2025-09-08,2025-09-30
300347,泰格医药,2025-09-08,2025-09-30
300394,天孚通信,2025-09-08,2025-09-30
300408,三环集团,2025-09-08,2025-09-30
300413,芒果超媒,2025-09-08,2025-09-30
300418,昆仑万维,2025-09-08,2025-09-30
300433,蓝思科技,2025-09-08,2025-09-30
300442,润泽科技,2025-09-08,2025-09-30
300498,温氏股份,2025-09-08,2025-09-30
300502,新易盛,2025-09-08,2025-09-30
300628,亿联网络,2025-09-08,2025-09-30
300661,圣邦股份,2025-09-08,2025-09-30
300750,宁德时代,2025-09-08,2025-09-30
300759,康龙化成,2025-09-08,2025-09-30
300760,迈瑞医疗,2025-09-08,2025-09-30
300782,卓胜微,2025-09-08,2025-09-30
300832,新产业,2025-09-08,2025-09-30
300896,爱美客,2025-09-08,2025-09-30
300979,华利集团,2025-09-08,2025-09-30
300999,金龙鱼,2025-09-08,2025-09-30
301236,软通动力,2025-09-08,2025-09-30
301269,华大九天,2025-09-08,2025-09-30
302132,中航成飞,2025-09-08,2025-09-30
600000,浦发银行,2025-09-08,2025-09-30
600009,上海机场,2025-09-08,2025-09-30
600010,包钢股份,2025-09-08,2025-09-30
600011,华能国际,2025-09-08,2025-09-30
600015,华夏银行,2025-09-08,2025-09-30
600016,民生银行,2025-09-08,2025-09-30
600018,上港集团,2025-09-08,2025-09-30
600019,宝钢股份,2025-09-08,2025-09-30
600023,浙能电力,2025-09-08,2025-09-30
600025,华能水电,2025-09-08,2025-09-30
